number,Temp,Humd,Press
7556,18.94,86.51,1023.18
7557,18.94,86.51,1023.19
7558,18.94,86.52,1023.2
7559,18.95,86.51,1023.19
7560,18.94,86.51,1023.2
7561,18.94,86.51,1023.19
7562,18.94,86.51,1023.17
7563,18.94,86.51,1023.19
7564,18.95,86.52,1023.21
7565,18.94,86.51,1023.2
7566,18.93,86.51,1023.17
7567,18.94,86.51,1023.18
7568,18.95,86.52,1023.19
7569,18.94,86.52,1023.17
7570,18.94,86.52,1023.17
7571,18.94,86.51,1023.16
7572,18.95,86.52,1023.16
7573,18.95,86.52,1023.13
7574,18.95,86.52,1023.14
7575,18.95,86.52,1023.15
7576,18.95,86.53,1023.14
7577,18.95,86.53,1023.16
7578,18.94,86.52,1023.11
7579,18.94,86.52,1023.11
7580,18.95,86.53,1023.15
7581,18.95,86.53,1023.12
7582,18.94,86.52,1023.11
7583,18.95,86.52,1023.11
7584,18.94,86.52,1023.09
7585,18.96,86.53,1023.14
7586,18.95,86.53,1023.13
7587,18.95,86.52,1023.13
7588,18.95,86.53,1023.13
7589,18.95,86.53,1023.14
7590,18.95,86.53,1023.14
7591,18.95,86.53,1023.14
7592,18.95,86.54,1023.14
7593,18.95,86.54,1023.14
7594,18.95,86.52,1023.15
7595,18.95,86.54,1023.17
7596,18.95,86.54,1023.16
7597,18.95,86.53,1023.15
7598,18.95,86.54,1023.17
7599,18.94,86.53,1023.14
7600,18.95,86.53,1023.17
7601,18.95,86.54,1023.17
7602,18.95,86.54,1023.19
7603,18.94,86.53,1023.18
7604,18.95,86.53,1023.22
7605,18.95,86.54,1023.19
7606,18.95,86.54,1023.18
7607,18.95,86.54,1023.2
7608,18.95,86.53,1023.18
7609,18.95,86.54,1023.2
7610,18.95,86.54,1023.21
7611,18.95,86.54,1023.2
7612,18.96,86.54,1023.27
7613,18.96,86.54,1023.28
7614,18.95,86.54,1023.24
7615,18.96,86.54,1023.25
7616,18.96,86.55,1023.25
7617,18.96,86.55,1023.22
7618,18.95,86.55,1023.25
7619,18.95,86.55,1023.25
7620,18.95,86.55,1023.24
7621,18.96,86.55,1023.3
7622,18.95,86.55,1023.26
7623,18.96,86.54,1023.26
7624,18.96,86.55,1023.29
7625,18.96,86.55,1023.28
7626,18.96,86.54,1023.31
7627,18.96,86.55,1023.27
7628,18.96,86.55,1023.29
7629,18.97,86.55,1023.33
7630,18.96,86.55,1023.35
7631,18.96,86.54,1023.35
7632,18.97,86.54,1023.35
7633,18.96,86.55,1023.38
7634,18.97,86.55,1023.43
7635,18.96,86.55,1023.36
7636,18.96,86.55,1023.4
7637,18.96,86.55,1023.38
7638,18.97,86.55,1023.4
7639,18.96,86.55,1023.37
7640,18.96,86.55,1023.42
7641,18.97,86.55,1023.42
7642,18.97,86.55,1023.35
7643,18.96,86.55,1023.36
7644,18.97,86.55,1023.37
7645,18.96,86.55,1023.43
7646,18.96,86.56,1023.4
7647,18.96,86.55,1023.37
7648,18.96,86.56,1023.35
7649,18.96,86.56,1023.44
7650,18.96,86.55,1023.4
7651,18.96,86.56,1023.42
7652,18.96,86.56,1023.44
7653,18.96,86.55,1023.42
7654,18.96,86.56,1023.39
7655,18.96,86.55,1023.41
7656,18.97,86.56,1023.43
7657,18.97,86.56,1023.38
7658,18.98,86.55,1023.43
7659,18.97,86.55,1023.42
7660,18.97,86.55,1023.43
7661,18.97,86.55,1023.4
7662,18.97,86.55,1023.39
7663,18.97,86.55,1023.4
7664,18.96,86.55,1023.39
7665,18.97,86.55,1023.39
7666,18.97,86.55,1023.38
7667,18.97,86.55,1023.38
7668,18.97,86.55,1023.44
7669,18.97,86.54,1023.4
7670,18.97,86.55,1023.41
7671,18.97,86.55,1023.39
7672,18.97,86.55,1023.46
7673,18.97,86.55,1023.44
7674,18.97,86.55,1023.43
7675,18.97,86.55,1023.41
7676,18.97,86.55,1023.46
7677,18.98,86.55,1023.45
7678,18.97,86.55,1023.42
7679,18.97,86.55,1023.41
7680,18.97,86.55,1023.41
7681,18.98,86.55,1023.42
7682,18.98,86.55,1023.4
7683,18.98,86.55,1023.45
7684,18.98,86.55,1023.42
7685,18.98,86.55,1023.43
7686,18.98,86.55,1023.42
7687,18.97,86.54,1023.34
7688,18.98,86.55,1023.44
7689,18.98,86.55,1023.41
7690,18.99,86.55,1023.41
7691,18.98,86.54,1023.37
7692,18.98,86.54,1023.38
7693,18.98,86.54,1023.36
7694,18.99,86.55,1023.36
7695,18.98,86.54,1023.36
7696,18.98,86.55,1023.38
7697,18.98,86.55,1023.39
7698,18.98,86.55,1023.32
7699,18.98,86.55,1023.34
7700,18.99,86.54,1023.36
7701,18.99,86.55,1023.33
7702,18.99,86.54,1023.34
7703,18.99,86.54,1023.34
7704,18.99,86.55,1023.33
7705,18.99,86.55,1023.33
7706,18.99,86.54,1023.34
7707,18.99,86.54,1023.36
7708,18.99,86.54,1023.31
7709,18.99,86.54,1023.3
7710,18.99,86.54,1023.29
7711,18.99,86.54,1023.29
7712,18.99,86.54,1023.29
7713,18.99,86.54,1023.29
7714,18.99,86.54,1023.32
7715,18.99,86.54,1023.32
7716,19,86.54,1023.3
7717,18.99,86.54,1023.26
7718,18.99,86.54,1023.27
7719,18.99,86.55,1023.31
7720,18.99,86.54,1023.29
7721,18.99,86.55,1023.31
7722,18.99,86.55,1023.28
7723,18.99,86.54,1023.29
7724,19,86.55,1023.31
7725,18.99,86.55,1023.3
7726,18.99,86.54,1023.32
7727,18.99,86.55,1023.29
7728,19,86.55,1023.36
7729,18.99,86.55,1023.31
7730,19,86.55,1023.32
7731,18.99,86.55,1023.3
7732,19,86.55,1023.32
7733,19,86.55,1023.32
7734,18.99,86.55,1023.33
7735,19,86.55,1023.31
7736,19,86.55,1023.3
7737,19,86.55,1023.33
7738,19,86.55,1023.31
7739,19,86.55,1023.32
7740,19,86.55,1023.36
7741,18.99,86.55,1023.31
7742,18.99,86.55,1023.31
7743,19,86.55,1023.31
7744,18.99,86.55,1023.31
7745,18.99,86.55,1023.35
7746,19,86.55,1023.26
7747,19,86.55,1023.31
7748,18.99,86.55,1023.28
7749,19,86.54,1023.29
7750,19,86.55,1023.32
7751,19,86.56,1023.31
7752,19,86.55,1023.3
7753,19,86.54,1023.31
7754,19,86.54,1023.31
7755,19,86.54,1023.27
7756,19,86.54,1023.26
7757,19,86.54,1023.28
7758,19,86.54,1023.25
7759,19,86.54,1023.27
7760,19,86.54,1023.25
7761,18.99,86.54,1023.24
7762,19,86.54,1023.25
7763,19,86.54,1023.29
7764,19,86.53,1023.26
7765,19,86.54,1023.29
7766,19,86.54,1023.27
7767,19,86.53,1023.28
7768,19,86.53,1023.28
7769,19,86.53,1023.3
7770,19,86.53,1023.28
7771,19,86.54,1023.28
7772,18.99,86.53,1023.24
7773,19,86.53,1023.26
7774,18.99,86.53,1023.27
7775,18.99,86.53,1023.27
7776,19,86.53,1023.27
7777,18.99,86.54,1023.29
7778,18.99,86.53,1023.29
7779,18.99,86.53,1023.31
7780,18.99,86.53,1023.28
7781,19,86.53,1023.29
7782,18.99,86.53,1023.3
7783,18.99,86.54,1023.34
7784,18.99,86.55,1023.3
7785,18.99,86.54,1023.29
7786,18.99,86.54,1023.32
7787,18.99,86.54,1023.33
7788,18.99,86.54,1023.31
7789,18.99,86.54,1023.31
7790,18.99,86.55,1023.3
7791,18.99,86.54,1023.32
7792,18.99,86.54,1023.33
7793,18.99,86.55,1023.29
7794,18.99,86.53,1023.34
7795,18.99,86.55,1023.32
7796,18.99,86.55,1023.33
7797,18.99,86.55,1023.35
7798,18.99,86.55,1023.3
7799,18.99,86.55,1023.28
7800,18.99,86.55,1023.28
7801,18.99,86.55,1023.32
7802,18.99,86.55,1023.29
7803,18.99,86.55,1023.31
7804,18.99,86.55,1023.32
7805,19,86.55,1023.3
7806,18.99,86.56,1023.32
7807,18.99,86.55,1023.33
7808,18.99,86.56,1023.33
7809,19,86.56,1023.31
7810,18.99,86.56,1023.32
7811,18.99,86.56,1023.28
7812,18.99,86.56,1023.32
7813,18.99,86.56,1023.29
7814,18.99,86.56,1023.27
7815,18.98,86.56,1023.28
7816,18.99,86.56,1023.26
7817,18.99,86.56,1023.31
7818,18.99,86.56,1023.31
7819,18.99,86.56,1023.28
7820,18.99,86.58,1023.28
7821,18.99,86.58,1023.3
7822,18.99,86.57,1023.29
7823,18.98,86.56,1023.3
7824,18.98,86.57,1023.28
7825,18.99,86.58,1023.31
7826,18.98,86.57,1023.33
7827,18.99,86.58,1023.31
7828,18.99,86.57,1023.29
7829,18.99,86.58,1023.34
7830,18.99,86.58,1023.33
7831,18.99,86.58,1023.33
7832,18.99,86.58,1023.34
7833,18.99,86.58,1023.32
7834,18.99,86.58,1023.32
7835,18.99,86.58,1023.32
7836,18.99,86.58,1023.33
7837,18.99,86.58,1023.32
7838,18.99,86.58,1023.32
7839,18.99,86.58,1023.31
7840,19,86.58,1023.31
7841,18.99,86.58,1023.33
7842,19,86.58,1023.34
7843,19,86.58,1023.34
7844,18.99,86.58,1023.33
7845,18.99,86.58,1023.33
7846,18.99,86.6,1023.34
7847,18.99,86.58,1023.34
7848,19,86.58,1023.35
7849,18.99,86.6,1023.34
7850,18.99,86.6,1023.33
7851,18.99,86.58,1023.32
7852,19,86.6,1023.33
7853,18.99,86.6,1023.31
7854,19,86.6,1023.31
7855,18.99,86.6,1023.31
7856,18.99,86.6,1023.32
7857,19,86.6,1023.35
7858,19,86.6,1023.34
7859,19,86.6,1023.33
7860,19,86.6,1023.35
7861,18.99,86.6,1023.32
7862,18.99,86.6,1023.31
7863,19,86.6,1023.34
7864,19,86.6,1023.3
7865,19,86.58,1023.29
7866,18.99,86.58,1023.3
7867,19,86.56,1023.33
7868,19,86.57,1023.32
7869,18.99,86.55,1023.31
7870,18.99,86.54,1023.3
7871,19,86.55,1023.37
7872,19,86.53,1023.36
7873,18.99,86.53,1023.34
7874,18.99,86.52,1023.32
7875,18.99,86.51,1023.32
7876,18.99,86.51,1023.34
7877,18.99,86.5,1023.34
7878,18.98,86.5,1023.34
7879,18.98,86.49,1023.38
7880,18.98,86.49,1023.35
7881,18.97,86.49,1023.33
7882,18.97,86.48,1023.33
7883,18.98,86.48,1023.36
7884,18.97,86.48,1023.33
7885,18.97,86.49,1023.37
7886,18.97,86.48,1023.39
7887,18.97,86.48,1023.36
7888,18.96,86.47,1023.34
7889,18.96,86.47,1023.4
7890,18.95,86.47,1023.35
7891,18.96,86.47,1023.4
7892,18.95,86.47,1023.42
7893,18.95,86.47,1023.42
7894,18.94,86.47,1023.35
7895,18.94,86.47,1023.36
7896,18.94,86.47,1023.36
7897,18.93,86.47,1023.35
7898,18.93,86.47,1023.4
7899,18.93,86.44,1023.39
7900,18.93,86.47,1023.42
7901,18.92,86.47,1023.42
7902,18.92,86.47,1023.42
7903,18.92,86.48,1023.42
7904,18.92,86.48,1023.39
7905,18.91,86.47,1023.4
7906,18.9,86.47,1023.38
7907,18.9,86.47,1023.41
7908,18.9,86.47,1023.39
7909,18.9,86.48,1023.41
7910,18.89,86.48,1023.41
7911,18.89,86.48,1023.39
7912,18.88,86.48,1023.39
7913,18.89,86.48,1023.39
7914,18.89,86.49,1023.41
7915,18.88,86.49,1023.39
7916,18.88,86.49,1023.4
7917,18.87,86.49,1023.39
7918,18.87,86.49,1023.41
7919,18.87,86.49,1023.44
7920,18.87,86.5,1023.41
7921,18.86,86.49,1023.39
7922,18.86,86.5,1023.4
7923,18.86,86.5,1023.41
7924,18.85,86.5,1023.39
7925,18.85,86.51,1023.41
7926,18.85,86.5,1023.45
7927,18.85,86.5,1023.43
7928,18.85,86.51,1023.43
7929,18.85,86.5,1023.44
7930,18.84,86.5,1023.45
7931,18.84,86.5,1023.45
7932,18.84,86.51,1023.42
7933,18.83,86.51,1023.46
7934,18.83,86.51,1023.46
7935,18.83,86.52,1023.43
7936,18.83,86.52,1023.43
7937,18.83,86.52,1023.43
7938,18.82,86.52,1023.44
7939,18.82,86.52,1023.45
7940,18.82,86.52,1023.46
7941,18.81,86.52,1023.41
7942,18.81,86.52,1023.44
7943,18.81,86.52,1023.46
7944,18.8,86.52,1023.46
7945,18.8,86.53,1023.47
7946,18.8,86.53,1023.45
7947,18.8,86.53,1023.46
7948,18.8,86.53,1023.47
7949,18.8,86.54,1023.45
7950,18.79,86.54,1023.46
7951,18.79,86.54,1023.45
7952,18.79,86.54,1023.43
7953,18.79,86.54,1023.47
7954,18.79,86.54,1023.44
7955,18.78,86.53,1023.42
7956,18.78,86.54,1023.43
7957,18.78,86.53,1023.45
7958,18.78,86.54,1023.45
7959,18.77,86.55,1023.41
7960,18.77,86.54,1023.42
7961,18.77,86.55,1023.44
7962,18.77,86.55,1023.46
7963,18.77,86.55,1023.44
7964,18.77,86.57,1023.45
7965,18.76,86.55,1023.44
7966,18.76,86.55,1023.48
7967,18.76,86.56,1023.49
7968,18.76,86.56,1023.48
7969,18.76,86.56,1023.53
7970,18.76,86.56,1023.49
7971,18.75,86.56,1023.5
7972,18.75,86.56,1023.53
7973,18.74,86.56,1023.5
7974,18.75,86.57,1023.52
7975,18.75,86.56,1023.53
7976,18.74,86.56,1023.52
7977,18.73,86.56,1023.57
7978,18.72,86.56,1023.52
7979,18.73,86.56,1023.59
7980,18.73,86.57,1023.55
7981,18.73,86.56,1023.57
7982,18.72,86.56,1023.56
7983,18.72,86.56,1023.6
7984,18.72,86.56,1023.6
7985,18.72,86.56,1023.59
7986,18.72,86.57,1023.62
7987,18.72,86.56,1023.6
7988,18.71,86.57,1023.62
7989,18.71,86.57,1023.63
7990,18.72,86.57,1023.66
7991,18.71,86.57,1023.62
7992,18.71,86.58,1023.61
7993,18.7,86.58,1023.65
7994,18.7,86.58,1023.64
7995,18.71,86.58,1023.67
7996,18.69,86.58,1023.64
7997,18.7,86.58,1023.63
7998,18.7,86.58,1023.62
7999,18.7,86.57,1023.65
8000,18.7,86.58,1023.64
8001,18.7,86.58,1023.61
8002,18.7,86.58,1023.65
8003,18.69,86.58,1023.66
8004,18.7,86.58,1023.61
8005,18.69,86.58,1023.64
8006,18.69,86.58,1023.64
8007,18.69,86.58,1023.68
8008,18.69,86.59,1023.66
8009,18.69,86.58,1023.7
8010,18.69,86.59,1023.71
8011,18.69,86.57,1023.69
8012,18.68,86.59,1023.73
8013,18.69,86.59,1023.7
8014,18.68,86.59,1023.69
8015,18.68,86.59,1023.66
8016,18.68,86.59,1023.7
8017,18.68,86.59,1023.71
8018,18.67,86.59,1023.7
8019,18.68,86.59,1023.75
8020,18.68,86.59,1023.77
8021,18.67,86.59,1023.71
8022,18.68,86.59,1023.72
8023,18.67,86.58,1023.71
8024,18.68,86.59,1023.75
8025,18.67,86.59,1023.73
8026,18.66,86.58,1023.74
8027,18.67,86.6,1023.73
8028,18.67,86.58,1023.75
8029,18.67,86.59,1023.73
8030,18.67,86.59,1023.77
8031,18.67,86.59,1023.77
8032,18.66,86.59,1023.74
8033,18.66,86.59,1023.7
8034,18.66,86.59,1023.78
8035,18.66,86.59,1023.75
8036,18.66,86.59,1023.79
8037,18.66,86.59,1023.8
8038,18.65,86.59,1023.78
8039,18.65,86.59,1023.73
8040,18.65,86.59,1023.74
8041,18.66,86.59,1023.75
8042,18.65,86.59,1023.77
8043,18.65,86.59,1023.81
8044,18.65,86.6,1023.79
8045,18.65,86.59,1023.78
8046,18.65,86.6,1023.75
8047,18.65,86.59,1023.76
8048,18.65,86.59,1023.75
8049,18.64,86.6,1023.78
8050,18.64,86.6,1023.78
8051,18.64,86.6,1023.79
8052,18.65,86.6,1023.78
8053,18.65,86.6,1023.75
8054,18.63,86.6,1023.76
8055,18.65,86.6,1023.77
8056,18.65,86.6,1023.83
8057,18.65,86.6,1023.82
8058,18.65,86.6,1023.83
8059,18.65,86.6,1023.8
8060,18.65,86.6,1023.83
8061,18.64,86.6,1023.85
8062,18.65,86.6,1023.83
8063,18.64,86.6,1023.9
8064,18.64,86.6,1023.88
8065,18.64,86.6,1023.9
8066,18.64,86.61,1023.86
8067,18.64,86.6,1023.86
8068,18.64,86.61,1023.87
8069,18.64,86.61,1023.82
8070,18.63,86.6,1023.85
8071,18.64,86.61,1023.88
8072,18.63,86.61,1023.88
8073,18.62,86.61,1023.87
8074,18.62,86.6,1023.92
8075,18.62,86.6,1023.9
8076,18.62,86.61,1023.89
8077,18.63,86.61,1023.88
8078,18.62,86.61,1023.86
8079,18.63,86.61,1023.86
8080,18.63,86.61,1023.88
8081,18.62,86.61,1023.89
8082,18.63,86.61,1023.91
8083,18.62,86.61,1023.9
8084,18.62,86.61,1023.92
8085,18.61,86.61,1023.9
8086,18.62,86.61,1023.9
8087,18.62,86.61,1023.92
8088,18.63,86.61,1023.89
8089,18.61,86.6,1023.87
8090,18.62,86.61,1023.9
8091,18.62,86.61,1023.9
8092,18.62,86.61,1023.9
8093,18.61,86.61,1023.87
8094,18.62,86.61,1023.86
8095,18.62,86.61,1023.9
8096,18.61,86.61,1023.87
8097,18.62,86.62,1023.9
8098,18.61,86.61,1023.87
8099,18.61,86.61,1023.87
8100,18.61,86.61,1023.89
8101,18.61,86.61,1023.91
8102,18.61,86.61,1023.9
8103,18.61,86.61,1023.86
8104,18.6,86.61,1023.86
8105,18.6,86.61,1023.86
8106,18.61,86.61,1023.84
8107,18.61,86.61,1023.82
8108,18.6,86.61,1023.81
8109,18.61,86.61,1023.84
8110,18.61,86.61,1023.84
8111,18.61,86.64,1023.85
8112,18.6,86.61,1023.8
8113,18.61,86.61,1023.83
8114,18.61,86.61,1023.86
8115,18.6,86.61,1023.83
8116,18.6,86.61,1023.85
8117,18.6,86.61,1023.88
8118,18.6,86.61,1023.8
8119,18.6,86.62,1023.85
8120,18.6,86.61,1023.84
8121,18.6,86.61,1023.86
8122,18.59,86.61,1023.85
8123,18.6,86.61,1023.84
8124,18.6,86.62,1023.86
8125,18.6,86.62,1023.9
8126,18.59,86.62,1023.88
8127,18.6,86.62,1023.88
8128,18.59,86.62,1023.88
8129,18.59,86.62,1023.89
8130,18.59,86.61,1023.89
8131,18.6,86.62,1023.92
8132,18.59,86.62,1023.85
8133,18.58,86.62,1023.83
8134,18.59,86.62,1023.85
8135,18.59,86.62,1023.89
8136,18.59,86.62,1023.91
8137,18.59,86.62,1023.89
8138,18.59,86.62,1023.9
8139,18.59,86.62,1023.84
8140,18.59,86.62,1023.94
8141,18.59,86.62,1023.91
8142,18.59,86.61,1023.92
8143,18.59,86.62,1023.95
8144,18.6,86.62,1023.91
8145,18.59,86.62,1023.89
8146,18.58,86.63,1023.89
8147,18.59,86.62,1023.9
8148,18.59,86.62,1023.89
8149,18.59,86.62,1023.92
8150,18.59,86.62,1023.89
8151,18.59,86.63,1023.91
8152,18.58,86.63,1023.9
8153,18.58,86.63,1023.88
8154,18.58,86.63,1023.91
8155,18.58,86.63,1023.93
8156,18.58,86.63,1023.86
8157,18.59,86.63,1023.87
8158,18.58,86.63,1023.86
8159,18.58,86.63,1023.88
8160,18.58,86.63,1023.93
8161,18.58,86.63,1023.9
8162,18.58,86.63,1023.89
8163,18.58,86.63,1023.89
8164,18.58,86.63,1023.94
8165,18.58,86.63,1023.94
8166,18.58,86.63,1023.92
8167,18.58,86.64,1023.89
8168,18.58,86.63,1023.93
8169,18.58,86.64,1023.93
8170,18.58,86.63,1023.92
8171,18.57,86.63,1023.92
8172,18.58,86.64,1023.92
8173,18.58,86.63,1023.89
8174,18.58,86.63,1023.9
8175,18.57,86.63,1023.92
8176,18.57,86.63,1023.89
8177,18.57,86.63,1023.9
8178,18.58,86.63,1023.93
8179,18.57,86.63,1023.91
8180,18.57,86.63,1023.9
8181,18.57,86.64,1023.91
8182,18.57,86.64,1023.93
8183,18.57,86.64,1023.9
8184,18.57,86.61,1023.88
8185,18.57,86.64,1023.89
8186,18.57,86.64,1023.95
8187,18.57,86.63,1023.92
8188,18.57,86.64,1023.94
8189,18.57,86.64,1023.92
8190,18.58,86.64,1023.93
8191,18.58,86.64,1023.96
8192,18.57,86.64,1023.92
8193,18.57,86.64,1023.94
8194,18.57,86.64,1023.97
8195,18.57,86.64,1023.95
8196,18.57,86.64,1023.98
8197,18.57,86.64,1023.92
8198,18.57,86.64,1023.94
8199,18.57,86.64,1023.95
8200,18.57,86.64,1023.93
8201,18.57,86.64,1023.91
8202,18.57,86.64,1023.96
8203,18.57,86.64,1023.94
8204,18.57,86.64,1023.93
8205,18.57,86.64,1023.9
8206,18.56,86.64,1023.93
8207,18.56,86.64,1023.96
8208,18.56,86.63,1023.95
8209,18.56,86.64,1023.97
8210,18.56,86.63,1023.97
8211,18.56,86.64,1023.96
8212,18.56,86.63,1023.97
8213,18.56,86.64,1023.99
8214,18.56,86.64,1024.01
8215,18.56,86.64,1024.01
8216,18.56,86.64,1024.01
8217,18.56,86.63,1023.98
8218,18.56,86.63,1023.98
8219,18.56,86.63,1023.99
8220,18.56,86.63,1023.98
8221,18.56,86.63,1023.97
8222,18.56,86.61,1024.01
8223,18.56,86.63,1023.98
8224,18.56,86.63,1024
8225,18.56,86.63,1024.01
8226,18.56,86.63,1023.98
8227,18.56,86.64,1024
8228,18.56,86.63,1024.01
8229,18.56,86.64,1024
8230,18.55,86.62,1024
8231,18.56,86.62,1023.99
8232,18.55,86.62,1023.98
8233,18.55,86.62,1024
8234,18.55,86.62,1024.01
8235,18.55,86.62,1024.01
8236,18.56,86.62,1024.02
8237,18.56,86.62,1023.98
8238,18.55,86.62,1024
8239,18.55,86.62,1024.02
8240,18.55,86.62,1024.02
8241,18.55,86.62,1024.03
8242,18.56,86.61,1024.04
8243,18.56,86.62,1024.04
8244,18.55,86.62,1024.01
8245,18.55,86.62,1024.03
8246,18.55,86.61,1024.02
8247,18.56,86.61,1024.04
8248,18.55,86.62,1024.03
8249,18.56,86.62,1024.02
8250,18.55,86.62,1024.02
8251,18.57,86.63,1024.03
8252,18.55,86.61,1024.02
8253,18.55,86.62,1024.04
8254,18.55,86.61,1024.06
8255,18.56,86.62,1024.06
8256,18.55,86.61,1024.04
8257,18.55,86.61,1024.03
8258,18.55,86.62,1024.04
8259,18.55,86.61,1024.02
8260,18.55,86.62,1024.05
8261,18.55,86.61,1024.08
8262,18.55,86.62,1024.08
8263,18.55,86.61,1024.03
8264,18.55,86.62,1024.02
8265,18.55,86.61,1024.08
8266,18.54,86.61,1024.06
8267,18.55,86.61,1024.1
8268,18.55,86.61,1024.11
8269,18.55,86.62,1024.13
8270,18.54,86.61,1024.13
8271,18.54,86.61,1024.1
8272,18.54,86.61,1024.12
8273,18.54,86.61,1024.09
8274,18.54,86.61,1024.1
8275,18.55,86.61,1024.12
8276,18.54,86.61,1024.14
8277,18.54,86.61,1024.12
8278,18.55,86.61,1024.11
8279,18.55,86.61,1024.16
8280,18.55,86.61,1024.17
8281,18.54,86.61,1024.13
8282,18.55,86.61,1024.15
8283,18.54,86.61,1024.12
8284,18.55,86.61,1024.17
8285,18.54,86.61,1024.17
8286,18.54,86.61,1024.14
8287,18.54,86.61,1024.15
8288,18.54,86.61,1024.15
8289,18.54,86.61,1024.12
8290,18.54,86.61,1024.17
8291,18.54,86.61,1024.18
8292,18.54,86.61,1024.14
8293,18.54,86.61,1024.2
8294,18.54,86.61,1024.18
8295,18.54,86.61,1024.16
8296,18.54,86.61,1024.14
8297,18.54,86.61,1024.13
8298,18.53,86.61,1024.15
8299,18.53,86.61,1024.16
8300,18.53,86.61,1024.15
8301,18.54,86.61,1024.16
8302,18.53,86.61,1024.15
8303,18.54,86.61,1024.16
8304,18.54,86.61,1024.14
8305,18.53,86.61,1024.09
8306,18.53,86.61,1024.15
8307,18.53,86.61,1024.12
8308,18.53,86.61,1024.11
8309,18.53,86.61,1024.11
8310,18.53,86.61,1024.11
8311,18.53,86.61,1024.14
8312,18.53,86.61,1024.12
8313,18.53,86.61,1024.1
8314,18.53,86.61,1024.05
8315,18.53,86.61,1024.07
8316,18.53,86.61,1024.07
8317,18.52,86.61,1024.1
8318,18.53,86.61,1024.06
8319,18.52,86.61,1024.06
8320,18.53,86.61,1024.05
8321,18.53,86.61,1024.03
8322,18.52,86.61,1024.03
8323,18.52,86.61,1024.04
8324,18.52,86.61,1024.06
8325,18.53,86.61,1024.07
8326,18.53,86.61,1024.08
8327,18.53,86.61,1024.06
8328,18.53,86.61,1024.08
8329,18.53,86.61,1024.03
8330,18.52,86.61,1024.04
8331,18.53,86.61,1024.04
8332,18.52,86.61,1024.04
8333,18.52,86.6,1024.03
8334,18.52,86.61,1024.03
8335,18.52,86.61,1024.02
8336,18.52,86.61,1024.01
8337,18.53,86.61,1024.05
8338,18.52,86.6,1024.01
8339,18.53,86.61,1024.05
8340,18.52,86.62,1024.04
8341,18.52,86.61,1024.04
8342,18.52,86.61,1024.04
8343,18.52,86.61,1023.99
8344,18.52,86.61,1024.01
8345,18.52,86.61,1024.02
8346,18.52,86.61,1024.01
8347,18.53,86.61,1024.05
8348,18.52,86.61,1024.01
8349,18.52,86.61,1024.02
8350,18.52,86.61,1024.02
8351,18.52,86.61,1024.02
8352,18.52,86.61,1024.03
8353,18.52,86.61,1024
8354,18.51,86.6,1023.99
8355,18.52,86.61,1024.02
8356,18.52,86.61,1024.06
8357,18.52,86.61,1024.05
8358,18.52,86.61,1024.04
8359,18.52,86.62,1024.07
8360,18.52,86.62,1024.03
8361,18.52,86.61,1024.01
8362,18.52,86.61,1024.03
8363,18.52,86.62,1024.04
8364,18.52,86.62,1024.05
8365,18.52,86.61,1024.02
8366,18.52,86.61,1024.02
8367,18.52,86.61,1024.01
8368,18.53,86.61,1024.06
8369,18.52,86.62,1024
8370,18.51,86.6,1024.03
8371,18.52,86.62,1024.02
8372,18.51,86.6,1024.05
8373,18.52,86.61,1024.02
8374,18.52,86.61,1024.05
8375,18.52,86.61,1024.04
8376,18.51,86.6,1024.05
8377,18.52,86.62,1024.06
8378,18.51,86.62,1024.05
8379,18.52,86.62,1024.05
8380,18.51,86.6,1024.03
8381,18.51,86.62,1024.06
8382,18.51,86.6,1024.04
8383,18.52,86.61,1024.06
8384,18.52,86.61,1024.05
8385,18.52,86.61,1024.08
8386,18.51,86.6,1024.09
8387,18.51,86.62,1024.09
8388,18.51,86.6,1024.09
8389,18.51,86.62,1024.07
8390,18.52,86.61,1024.09
8391,18.51,86.6,1024.08
8392,18.51,86.6,1024.11
8393,18.51,86.6,1024.12
8394,18.51,86.6,1024.12
8395,18.52,86.61,1024.1
8396,18.52,86.61,1024.11
8397,18.52,86.61,1024.15
8398,18.52,86.61,1024.12
8399,18.51,86.6,1024.13
8400,18.51,86.6,1024.12
8401,18.51,86.6,1024.11
8402,18.51,86.6,1024.14
8403,18.51,86.6,1024.15
8404,18.51,86.6,1024.13
8405,18.51,86.6,1024.18
8406,18.51,86.6,1024.18
8407,18.51,86.6,1024.19
8408,18.51,86.6,1024.18
8409,18.51,86.6,1024.15
8410,18.51,86.59,1024.18
8411,18.51,86.6,1024.21
8412,18.51,86.6,1024.15
8413,18.51,86.6,1024.18
8414,18.51,86.6,1024.16
8415,18.51,86.6,1024.19
8416,18.52,86.61,1024.18
8417,18.52,86.61,1024.16
8418,18.52,86.61,1024.19
8419,18.51,86.6,1024.21
8420,18.51,86.6,1024.17
8421,18.51,86.6,1024.21
8422,18.51,86.59,1024.21
8423,18.51,86.6,1024.19
8424,18.5,86.59,1024.18
8425,18.51,86.59,1024.19
8426,18.52,86.6,1024.25
8427,18.51,86.6,1024.22
8428,18.51,86.59,1024.23
8429,18.51,86.59,1024.24
8430,18.51,86.59,1024.22
8431,18.51,86.59,1024.25
8432,18.51,86.59,1024.26
8433,18.51,86.59,1024.27
8434,18.51,86.59,1024.24
8435,18.51,86.59,1024.26
8436,18.51,86.59,1024.23
8437,18.51,86.59,1024.25
